시군명,센터명칭,보증금,월세,매매가,공급면적(평),전용면적(평),현재층,공실률,건축면적(㎡),연면적(㎡),평당 월 임대료,총층,공급종류,위도,경도,소재지도로명주소,용도지역,유치가능업체수,입주업체수,착공일자
부천시,골든IT타워,1000.0,45.0,1400000000000.0,24.077256517210536,11.911905855883107,5.944444444444445,0.0,36843.89,368438.9,0.5625,10,월세,37.4669000146,126.8266169891,경기도 부천시 소사구 양지로 229,준주거,531.0,531.0,2019-10-19
부천시,부천테크노월드,2000.0,190.0,3500000000000.0,88.12793675761792,59.995563353298245,4.0,0.0,11740.4,70442.4,0.6147576147576148,6,월세,37.5108363167,126.7814720133,경기도 부천시 원미구 도약로 287,일반공업,35.0,35.0,2003-05-16
부천시,옥길테크노벨리,1000.0,60.0,3200000000000.0,29.959465182406678,14.241635912638392,6.608695652173913,0.0,25209.49,252094.90000000002,0.632183908045977,10,월세,37.464926599,126.8126240884,경기도 부천시 소사구 범안로219번길 71,준주거,260.0,260.0,2020-12-15
부천시,와이제니스파크,4000.0,250.0,6900000000000.0,224.18930364813357,80.61588722850746,2.142857142857143,0.0,14657.31,115426.31625,0.5,7,월세,37.5129262611,126.7842468333,경기도 부천시 원미구 부천로 323,일반공업,50.0,50.0,2003-11-06
부천시,우성테크노파크,1000.0,45.0,1450000000000.0,28.863870112584493,14.101936541285564,6.490909090909091,0.0,45554.4,455544.0,0.5555555555555556,10,월세,37.4676493736,126.8252532588,경기도 부천시 소사구 부광로 220,준주거,538.0,538.0,2018-12-31
부천시,원일테크노,4400.0,440.0,13000000000.0,778.9339947970234,641.1458648436081,5.5,0.0,4414.33,28693.144999999997,0.5978260869565217,6,매매,37.5284763705,126.7756893279,경기도 부천시 오정구 신흥로511번길 13-38,준주거,10.0,10.0,2016-07-20
부천시,인철테크노밸리,7050.0,692.0,,236.52643563103965,143.2743552654013,4.428571428571429,0.0,11894.95,73532.4181818182,0.8501228501228502,6,월세,37.526572713,126.7695398273,경기도 부천시 오정구 석천로 453,일반공업,30.0,30.0,2016-02-20
부천시,진택하이테크밸리,,,2500000000000.0,58.68473591868837,32.36735434690544,5.0,0.0,6452.84,51622.72,,8,매매,37.5254827767,126.7725721198,경기도 부천시 오정구 오정로 110,일반공업,28.0,28.0,2020-03-23
