이름,가격,면적 및 층수,센터명칭,공급면적,전용면적,현재층,총층,공급종류,보증금,월세,매매가
지식산업센터,"2,714/226","359/201m², 4/7층",정보없음,359,201,4,7,월세,"2,714",226,
지식산업센터,"2,000/120","207/107m², 2/7층",정보없음,207,107,2,7,월세,"2,000",120,
지식산업센터,"2,700/226","359/187m², 4/7층",정보없음,359,187,4,7,월세,"2,700",226,
지식산업센터,"1,440/120","139/72m², 7/7층",정보없음,139,72,7,7,월세,"1,440",120,
지식산업센터,"2,713/226","359/187m², 4/7층",정보없음,359,187,4,7,월세,"2,713",226,
